date,name,venue,capacity,Lat,Long
," The Goo Goo Dolls, Collective Soul, and Tribe Society at Budweiser Stage",Budweiser Stage,"16,000",43.6293° N,79.4152° W
8-Aug-16,Disturbed / Saint Asonia / Breaking Benjamin / Alter Bridge,Budweiser Stage,"16,000",43.6293° N,79.4152° W
4-Aug-16,Gwen Stefani / Eve,Budweiser Stage,"16,000",43.6293° N,79.4152° W
29-Jul-16,"""OVO Festival"" / Snoop Dogg / Wiz Khalifa / Kevin Gates / Jhene Aiko / Casey Veggies / DJ Drama",Budweiser Stage,"16,000",43.6293° N,79.4152° W
28-Jul-16,The Lumineers / Langhorne Slim / Rayland Baxter,Budweiser Stage,"16,000",43.6293° N,79.4152° W
26-Jul-16,Bryan Adams / Get Up,Budweiser Stage,"16,000",43.6293° N,79.4152° W
24-Jul-16,Logic / G-Eazy / Yo Gotti / YG,Budweiser Stage,"16,000",43.6293° N,79.4152° W
19-Jul-16,Dave Matthews Band,Budweiser Stage,"16,000",43.6293° N,79.4152° W
16-Jul-16,Def Leppard / REO Speedwagon / Tesla,Budweiser Stage,"16,000",43.6293° N,79.4152° W
15-Jul-16,Yanni,Budweiser Stage,"16,000",43.6293° N,79.4152° W
14-Jul-16,Toby Keith / Eric Paslay / Dallas Smith,Budweiser Stage,"16,000",43.6293° N,79.4152° W
13-Jul-16,Duran Duran / Nile Rodgers / Chic,Budweiser Stage,"16,000",43.6293° N,79.4152° W
12-Jul-16,ONE OK ROCK / Hey Violet / 5 Seconds of Summer,Budweiser Stage,"16,000",43.6293° N,79.4152° W
9-Jul-16,Keith Urban,Budweiser Stage,"16,000",43.6293° N,79.4152° W
8-Jul-16,Keith Urban / Maren Morris / Brett Eldredge,Budweiser Stage,"16,000",43.6293° N,79.4152° W
7-Jul-16,Doobie Brothers / Dave Mason / Journey,Budweiser Stage,"16,000",43.6293° N,79.4152° W
25-Jun-16,Luke Bryan,Budweiser Stage,"16,000",43.6293° N,79.4152° W
24-Jun-16,Luke Bryan / Little Big Town,Budweiser Stage,"16,000",43.6293° N,79.4152° W
23-Jun-16,Daryl Hall & John Oates / Daryl Hall / John Oates / Mayer Hawthorne / Hall / Oates,Budweiser Stage,"16,000",43.6293° N,79.4152° W
22-Jun-16,The Chicks / Anderson East / Josh Herbert,Budweiser Stage,"16,000",43.6293° N,79.4152° W
21-Jun-16,The Chicks / Anderson East / Josh Herbert,Budweiser Stage,"16,000",43.6293° N,79.4152° W
18-Jun-16,City and Colour / Shakey Graves,Budweiser Stage,"16,000",43.6293° N,79.4152° W
17-Jun-16,City and Colour / Hannah Georgas,Budweiser Stage,"16,000",43.6293° N,79.4152° W
13-Jun-16,Mumford & Sons / Raury,Budweiser Stage,"16,000",43.6293° N,79.4152° W
10-Jun-16,Florence + the Machine / Of Monsters and Men,Budweiser Stage,"16,000",43.6293° N,79.4152° W
9-Jun-16,Kenny Chesney / Old Dominion,Budweiser Stage,"16,000",43.6293° N,79.4152° W
7-Jun-16,Twenty One Pilots / MuteMath / Chef'Special,Budweiser Stage,"16,000",43.6293° N,79.4152° W
22-Sep-17,Scorpions / Megadeth,Budweiser Stage,"16,000",43.6293° N,79.4152° W
10-Sep-17,Ms. Lauryn Hill / Nas / Chronixx / FEFÈ,Budweiser Stage,"16,000",43.6293° N,79.4152° W
9-Sep-17,Queens of the Stone Age / Royal Blood,Budweiser Stage,"16,000",43.6293° N,79.4152° W
6-Sep-17,Matchbox Twenty / Counting Crows / Rivers & Rust,Budweiser Stage,"16,000",43.6293° N,79.4152° W
2-Sep-17,Alice Cooper / Deep Purple / The Edgar Winter Band,Budweiser Stage,"16,000",43.6293° N,79.4152° W
1-Sep-17,Zac Brown Band / Darrell Scott / Caroline Jones,Budweiser Stage,"16,000",43.6293° N,79.4152° W
31-Aug-17,Zac Brown Band / Darrell Scott,Budweiser Stage,"16,000",43.6293° N,79.4152° W
29-Aug-17,John Mayer / Dawes,Budweiser Stage,"16,000",43.6293° N,79.4152° W
27-Aug-17,Sabrina Carpenter / Aviva / The Big,Budweiser Stage,"16,000",43.6293° N,79.4152° W
25-Aug-17,Midnight Oil / Matthew Good / The Living End,Budweiser Stage,"16,000",43.6293° N,79.4152° W
24-Aug-17,Dean Brody / Tim Hicks,Budweiser Stage,"16,000",43.6293° N,79.4152° W
19-Aug-17,Blue Rodeo / Skydiggers / The Sadies / Oh Susanna,Budweiser Stage,"16,000",43.6293° N,79.4152° W
18-Aug-17,Green Day / Catfish and the Bottlemen,Budweiser Stage,"16,000",43.6293° N,79.4152° W
17-Aug-17,Chris Stapleton / Margo Price / Brent Cobb,Budweiser Stage,"16,000",43.6293° N,79.4152° W
12-Aug-17,OneRepublic / Fitz & The Tantrums / James Arthur,Budweiser Stage,"16,000",43.6293° N,79.4152° W
11-Aug-17,Jimmy Buffett / Jimmy Buffet and the Coral Reefer Band,Budweiser Stage,"16,000",43.6293° N,79.4152° W
9-Aug-17,Kings Of Leon / Nathaniel Rateliff and the Night Sweats,Budweiser Stage,"16,000",43.6293° N,79.4152° W
7-Aug-17,Drake / PARTYNEXTDOOR / Roy Woods / dvsn / Majid Jordan,Budweiser Stage,"16,000",43.6293° N,79.4152° W
25-Jul-17,Korn / Skillet / Stone Sour / DED,Budweiser Stage,"16,000",43.6293° N,79.4152° W
22-Jul-17,Incubus / Jimmy Eat World / Judah & the Lion,Budweiser Stage,"16,000",43.6293° N,79.4152° W
19-Jul-17,Doobie Brothers / Chicago,Budweiser Stage,"16,000",43.6293° N,79.4152° W
18-Jul-17,Muse / Thirty Seconds to Mars / PVRIS,Budweiser Stage,"16,000",43.6293° N,79.4152° W
15-Jul-17,Iron Maiden / Ghost,Budweiser Stage,"16,000",43.6293° N,79.4152° W
11-Jul-17,Boston / Joan Jett & The Blackhearts,Budweiser Stage,"16,000",43.6293° N,79.4152° W
5-Jul-17,Lindsey Buckingham / Christine McVie / The Wallflowers / Buckingham McVie,Budweiser Stage,"16,000",43.6293° N,79.4152° W
29-Jun-17,Lady Antebellum / Kelsea Ballerini / Brett Young,Budweiser Stage,"16,000",43.6293° N,79.4152° W
27-Jun-17,Nickelback,Budweiser Stage,"16,000",43.6293° N,79.4152° W
26-Jun-17,Arkells / July Talk / Mondo Cozmo / Said the Whale,Budweiser Stage,"16,000",43.6293° N,79.4152° W
24-Jun-17,Arkells / July Talk / Said the Whale / Mondo Cozmo,Budweiser Stage,"16,000",43.6293° N,79.4152° W
21-Jun-17,O.A.R. / Natasha Bedingfield / Train,Budweiser Stage,"16,000",43.6293° N,79.4152° W
20-Jun-17,Steve Miller Band / Peter Frampton,Budweiser Stage,"16,000",43.6293° N,79.4152° W
15-Jun-17,Sam Hunt / Maren Morris / Chris Janson,Budweiser Stage,"16,000",43.6293° N,79.4152° W
13-Jun-17,Don Henley / JD & The Straight Shot,Budweiser Stage,"16,000",43.6293° N,79.4152° W
11-Jun-17,Rise Against / Deftones / Thrice / Three Trapped Tigers,Budweiser Stage,"16,000",43.6293° N,79.4152° W
4-Jun-17,Jack Johnson / Bahamas,Budweiser Stage,"16,000",43.6293° N,79.4152° W
2-Jun-17,Jason Aldean / Chris Young / Kane Brown / Dee Jay Silver,Budweiser Stage,"16,000",43.6293° N,79.4152° W
30-May-17,Chance the Rapper / King Louie / DJ Oreo,Budweiser Stage,"16,000",43.6293° N,79.4152° W
24-May-17,Chance the Rapper,Budweiser Stage,"16,000",43.6293° N,79.4152° W
5-Oct-18,Ben Howard / Wye Oak,Budweiser Stage,"16,000",43.6293° N,79.4152° W
15-Sep-18,Jason Aldean / Lauren Alaina / Luke Combs,Budweiser Stage,"16,000",43.6293° N,79.4152° W
14-Sep-18,Jim Gaffigan,Budweiser Stage,"16,000",43.6293° N,79.4152° W
9-Sep-18,Particle Kid / Willie Nelson / Lukas Nelson & Promise of the Real / Terra Lightfoot / Sturgill Simpson / Tedeschi Trucks Band,Budweiser Stage,"16,000",43.6293° N,79.4152° W
6-Sep-18,Pentatonix / Echosmith / Calum Scott,Budweiser Stage,"16,000",43.6293° N,79.4152° W
5-Sep-18,Niall Horan / Marren Morris,Budweiser Stage,"16,000",43.6293° N,79.4152° W
4-Sep-18,Ozzy Osbourne / Stone Sour,Budweiser Stage,"16,000",43.6293° N,79.4152° W
30-Aug-18,New Order,Budweiser Stage,"16,000",43.6293° N,79.4152° W
29-Aug-18,Counting Crows / Live / Boom Forest,Budweiser Stage,"16,000",43.6293° N,79.4152° W
28-Aug-18,The Offspring / Gym Class Heroes / 311,Budweiser Stage,"16,000",43.6293° N,79.4152° W
, Never-Ending Summer Tour,Budweiser Stage,"16,000",43.6293° N,79.4152° W
23-Aug-18,Miranda Lambert / Little Big Town,Budweiser Stage,"16,000",43.6293° N,79.4152° W
22-Aug-18,Lil Uzi Vert / G-Eazy / Plo / Ty Dolla $ign / YBN Nahmir,Budweiser Stage,"16,000",43.6293° N,79.4152° W
20-Aug-18,Breaking Benjamin / Five Finger Death Punch / Nothing More / Bad Wolves,Budweiser Stage,"16,000",43.6293° N,79.4152° W
18-Aug-18,Serena Ryder / Blue Rodeo,Budweiser Stage,"16,000",43.6293° N,79.4152° W
17-Aug-18,Dean Brody / Michael Ray / Alan doyle,Budweiser Stage,"16,000",43.6293° N,79.4152° W
16-Aug-18,Dan + Shay / Rascal Flatts / Carly Pearce,Budweiser Stage,"16,000",43.6293° N,79.4152° W
14-Aug-18,All Time Low,Budweiser Stage,"16,000",43.6293° N,79.4152° W
11-Aug-18,Lynyrd Skynyrd / 38 Special / ZZ Top,Budweiser Stage,"16,000",43.6293° N,79.4152° W
10-Aug-18,Cyndi Lauper / Rod Stewart,Budweiser Stage,"16,000",43.6293° N,79.4152° W
8-Aug-18,Chicago / REO Speedwagon,Budweiser Stage,"16,000",43.6293° N,79.4152° W
2-Aug-18,Kenny Chesney,Budweiser Stage,"16,000",43.6293° N,79.4152° W
1-Aug-18,Jeff Beck / Paul Rodgers / Ann Wilson,Budweiser Stage,"16,000",43.6293° N,79.4152° W
27-Jul-18,Evanescence / Lindsey Stirling,Budweiser Stage,"16,000",43.6293° N,79.4152° W
26-Jul-18,Marilyn Manson / Rob Zombie,Budweiser Stage,"16,000",43.6293° N,79.4152° W
25-Jul-18,The Cult / Julien-K / Bush / Stone Temple Pilots / Breaching Vista,Budweiser Stage,"16,000",43.6293° N,79.4152° W
24-Jul-18,Wiz Khalifa / Rae Sremmurd / Lil Skies / O.t. Genasis,Budweiser Stage,"16,000",43.6293° N,79.4152° W
23-Jul-18,Arcade Fire,Budweiser Stage,"16,000",43.6293° N,79.4152° W
22-Jul-18,Arcade Fire,Budweiser Stage,"16,000",43.6293° N,79.4152° W
21-Jul-18,Yanni,Budweiser Stage,"16,000",43.6293° N,79.4152° W
19-Jul-18,Lady Antebellum / Darius Rucker / Russell Dickerson,Budweiser Stage,"16,000",43.6293° N,79.4152° W
18-Jul-18,Santigold / Busta Rhymes / Ms. Lauryn Hill / Tierra Whack,Budweiser Stage,"16,000",43.6293° N,79.4152° W
17-Jul-18,Vans warped tour 2018,Budweiser Stage,"16,000",43.6293° N,79.4152° W
,3OH!3 / Mayday Parade / Motionless In White / Nekrogoblikon / Palaye Royale / Reel Big Fish / Silverstein / Simple Plan / Sum 41 / Selfish Things / Story Untold / Tonight Alive / Underoath / Waterparks / We The Kings,Budweiser Stage,"16,000",43.6293° N,79.4152° W
16-Jul-18,Warped Tour 2018,Budweiser Stage,"16,000",43.6293° N,79.4152° W
,Reel Big Fish / Sum 41 / Senses Fail / Silverstein / Underoath / Unearth / Every Time I Die / Simple Plan / Deez Nuts / Harms Way,Budweiser Stage,"16,000",43.6293° N,79.4152° W
14-Jul-18,The Wombats / Pixies / Weezer,Budweiser Stage,"16,000",43.6293° N,79.4152° W
13-Jul-18,Buddy Guy / Jonny Lang,Budweiser Stage,"16,000",43.6293° N,79.4152° W
11-Jul-18,Charlie Puth / Hailee Steinfeld,Budweiser Stage,"16,000",43.6293° N,79.4152° W
10-Jul-18,Dave Matthews Band,Budweiser Stage,"16,000",43.6293° N,79.4152° W
7-Jul-18,Beck / Oh Wonder,Budweiser Stage,"16,000",43.6293° N,79.4152° W
5-Jul-18,Logic / NF / Kyle,Budweiser Stage,"16,000",43.6293° N,79.4152° W
4-Jul-18,Tesla / Styx / Joan Jett & The Blackhearts,Budweiser Stage,"16,000",43.6293° N,79.4152° W
3-Jul-18,Ian Anderson,Budweiser Stage,"16,000",43.6293° N,79.4152° W
2-Jul-18,Doobie Brothers / Steely Dan,Budweiser Stage,"16,000",43.6293° N,79.4152° W
30-Jun-18,Kelsea Ballerini / Keith Urban,Budweiser Stage,"16,000",43.6293° N,79.4152° W
29-Jun-18,Keith Urban / Kelsea Ballerini,Budweiser Stage,"16,000",43.6293° N,79.4152° W
22-Jun-18,Vance Joy / Scott Helman / Mondo Cozmo,Budweiser Stage,"16,000",43.6293° N,79.4152° W
19-Jun-18,Poison / Cheap Trick / Pop Evil,Budweiser Stage,"16,000",43.6293° N,79.4152° W
18-Jun-18,Paramore / Soccer Mommy / Foster The People,Budweiser Stage,"16,000",43.6293° N,79.4152° W
17-Jun-18,Paramore / Foster the People,Budweiser Stage,"16,000",43.6293° N,79.4152° W
15-Jun-18,Robert Plant / Robert Plant & the Sensational Space Shifters / Sheryl Crow,Budweiser Stage,"16,000",43.6293° N,79.4152° W
14-Jun-18,Imagine Dragons / Grace Vanderwaal,Budweiser Stage,"16,000",43.6293° N,79.4152° W
13-Jun-18,Imagine Dragons / Grace Vanderwaal,Budweiser Stage,"16,000",43.6293° N,79.4152° W
12-Jun-18,Kendrick Lamar / ScHoolboy Q / Jay Rock / Ab-Soul / Sir / Lance Skiiiwalker,Budweiser Stage,"16,000",43.6293° N,79.4152° W
, Top Dawg Entertainment: The Championship Tour,Budweiser Stage,"16,000",43.6293° N,79.4152° W
9-Jun-18,Jack White / Radkey,Budweiser Stage,"16,000",43.6293° N,79.4152° W
, Boarding House Reach Tour,Budweiser Stage,"16,000",43.6293° N,79.4152° W
7-Jun-18,luis miguel,Budweiser Stage,"16,000",43.6293° N,79.4152° W
6-Jun-18,Walk The Moon / Joywave / Misterwives / Thirty Seconds to Mars,Budweiser Stage,"16,000",43.6293° N,79.4152° W
5-Jun-18,Thirty Seconds to Mars / Walk off the Moon,Budweiser Stage,"16,000",43.6293° N,79.4152° W
29-May-18,Slayer / Lamb of God / Anthrax / Behemoth / Testament,Budweiser Stage,"16,000",43.6293° N,79.4152° W
24-May-18,Broken Social Scene / Portugal. The Man,Budweiser Stage,"16,000",43.6293° N,79.4152° W
30-Mar-18,Iron Maiden,Budweiser Stage,"16,000",43.6293° N,79.4152° W
8-Oct-19,Wilco / Lord Huron,Budweiser Stage,"16,000",43.6293° N,79.4152° W
29-Sep-19,Daniel Caesar / Charlotte Day Wilson / Koffee,Budweiser Stage,"16,000",43.6293° N,79.4152° W
28-Sep-19,KOFFEE / Charlotte Day Wilson / Daniel Caesar,Budweiser Stage,"16,000",43.6293° N,79.4152° W
21-Sep-19,Dallas Smith / Dean Brody / Chad Brownlee / Mackenzie Porter / Jimmie Allen / The Recklaws,Budweiser Stage,"16,000",43.6293° N,79.4152° W
20-Sep-19,Bastille / Joywave,Budweiser Stage,"16,000",43.6293° N,79.4152° W
19-Sep-19,Lizzo / Ari Lennox / Sophia Eris,Budweiser Stage,"16,000",43.6293° N,79.4152° W
15-Sep-19,Our Lady Peace / Bush / Live,Budweiser Stage,"16,000",43.6293° N,79.4152° W
14-Sep-19,King Crimson,Budweiser Stage,"16,000",43.6293° N,79.4152° W
12-Sep-19,Rascal Flatts / Morgan Evans,Budweiser Stage,"16,000",43.6293° N,79.4152° W
11-Sep-19,Of Monsters and Men,Budweiser Stage,"16,000",43.6293° N,79.4152° W
10-Sep-19,Mary J. Blige / Nas,Budweiser Stage,"16,000",43.6293° N,79.4152° W
5-Sep-19,Luke Bryan / Jon Langston,Budweiser Stage,"16,000",43.6293° N,79.4152° W
4-Sep-19,Lenny Kravitz,Budweiser Stage,"16,000",43.6293° N,79.4152° W
2-Sep-19,Breaking Benjamin / Three Days Grace / Dorothy / Diamante,Budweiser Stage,"16,000",43.6293° N,79.4152° W
29-Aug-19,Hootie & the Blowfish / Barenaked Ladies,Budweiser Stage,"16,000",43.6293° N,79.4152° W
26-Aug-19,Rod Stewart,Budweiser Stage,"16,000",43.6293° N,79.4152° W
24-Aug-19,Sam Roberts Band / The Devin Cuddy Band / Blue Rodeo / Sam Roberts,Budweiser Stage,"16,000",43.6293° N,79.4152° W
20-Aug-19,Slipknot / Volbeat / Gojira / Behemoth,Budweiser Stage,"16,000",43.6293° N,79.4152° W
17-Aug-19,Chris Stapleton / The Marcus King Band / Brent Cobb,Budweiser Stage,"16,000",43.6293° N,79.4152° W
14-Aug-19,Korn / Alice In Chains / Underoath / HO9909,Budweiser Stage,"16,000",43.6293° N,79.4152° W
13-Aug-19,The Smashing Pumpkins / Noel Gallagher's High Flying Birds / AFI,Budweiser Stage,"16,000",43.6293° N,79.4152° W
11-Aug-19,Beck / Cage The Elephant / Spoon / Sunflower Bean,Budweiser Stage,"16,000",43.6293° N,79.4152° W
10-Aug-19,Iron Maiden / The Raven Age,Budweiser Stage,"16,000",43.6293° N,79.4152° W
9-Aug-19,Iron Maiden / The Raven Age,Budweiser Stage,"16,000",43.6293° N,79.4152° W
7-Aug-19,Nelly / TLC / Flo Rida,Budweiser Stage,"16,000",43.6293° N,79.4152° W
6-Aug-19,Santana / The Doobie Brothers,Budweiser Stage,"16,000",43.6293° N,79.4152° W
5-Aug-19,"""OVO Festival"" / Drake",Budweiser Stage,"16,000",43.6293° N,79.4152° W
4-Aug-19,Lloyd / Pretty Ricky / Ying Yang Twins / Chingy / B2K,Budweiser Stage,"16,000",43.6293° N,79.4152° W
29-Jul-19,Sarah McLachlan,Budweiser Stage,"16,000",43.6293° N,79.4152° W
26-Jul-19,Tame Impala / Velvet Negroni,Budweiser Stage,"16,000",43.6293° N,79.4152° W
23-Jul-19,Wiz Khalifa / French Montana / Playboi Carti / Moneybagg Yo / Chevy Woods / DJ Drama,Budweiser Stage,"16,000",43.6293° N,79.4152° W
14-Jul-19,Heart / Sheryl Crow / Elle King,Budweiser Stage,"16,000",43.6293° N,79.4152° W
13-Jul-19,Jimmy Buffett,Budweiser Stage,"16,000",43.6293° N,79.4152° W
11-Jul-19,Thomas Rhett / Dustin Lynch / Russell Dickerson / Rhett Akins,Budweiser Stage,"16,000",43.6293° N,79.4152° W
10-Jul-19,Dave Matthews Band,Budweiser Stage,"16,000",43.6293° N,79.4152° W
8-Jul-19,“Weird Al” Yankovic,Budweiser Stage,"16,000",43.6293° N,79.4152° W
7-Jul-19,blink-182 / Simple Plan / Neck Deep,Budweiser Stage,"16,000",43.6293° N,79.4152° W
4-Jul-19,Bryan Adams,Budweiser Stage,"16,000",43.6293° N,79.4152° W
3-Jul-19,Thrice / The Used / Circa Survive / The Story So Far / Atreyu / Sleeping With Sirens / Four Year Strong / Memphis May Fire / Trophy Eyes / Juliet Simms / Hyro The Hero,Budweiser Stage,"16,000",43.6293° N,79.4152° W
27-Jun-19,Lionel Richie,Budweiser Stage,"16,000",43.6293° N,79.4152° W
24-Jun-19,Yes / Asia / John Lodge / Carl Palmer's ELP Legacy,Budweiser Stage,"16,000",43.6293° N,79.4152° W
22-Jun-19,Arkells / Judah & the Lion / Bonjay,Budweiser Stage,"16,000",43.6293° N,79.4152° W
21-Jun-19,The Avett Brothers / Willie Nelson / Matt Mays / Jessica Mitchell,Budweiser Stage,"16,000",43.6293° N,79.4152° W
18-Jun-19,Phish,Budweiser Stage,"16,000",43.6293° N,79.4152° W
16-Jun-19,Alexisonfire / Quicksand / .moneen.,Budweiser Stage,"16,000",43.6293° N,79.4152° W
15-Jun-19,Alexisonfire / The Dirty Nil,Budweiser Stage,"16,000",43.6293° N,79.4152° W
14-Jun-19,Corey Hart,Budweiser Stage,"16,000",43.6293° N,79.4152° W
11-Jun-19,Billie Eilish / Denzel Curry,Budweiser Stage,"16,000",43.6293° N,79.4152° W
6-Jun-19,Billie Eilish,Budweiser Stage,"16,000",43.6293° N,79.4152° W
3-Jun-19,The 1975 / The Japanese House / No Rome,Budweiser Stage,"16,000",43.6293° N,79.4152° W
26-May-19,Florence + the Machine / Blood Orange,Budweiser Stage,"16,000",43.6293° N,79.4152° W
20-May-19,The Strokes / Romes,Budweiser Stage,"16,000",43.6293° N,79.4152° W
3-May-19,The Darcys,Budweiser Stage,"16,000",43.6293° N,79.4152° W
30-Aug-20,Matchbox Twenty,Budweiser Stage,"16,000",43.6293° N,79.4152° W
23-Aug-20,5 Seconds of Summer / The Band CAMINO,Budweiser Stage,"16,000",43.6293° N,79.4152° W
9-Aug-20,"Santana / Earth, Wind & Fire",Budweiser Stage,"16,000",43.6293° N,79.4152° W
19-Jul-20,Michael McDonald / Doobie Brothers,Budweiser Stage,"16,000",43.6293° N,79.4152° W
16-Jul-20,David Gray,Budweiser Stage,"16,000",43.6293° N,79.4152° W
12-Jul-20,Journey / Pretenders,Budweiser Stage,"16,000",43.6293° N,79.4152° W
3-Jul-20,Sugarland / Mary Chapin Carpenter / Tenille Townes,Budweiser Stage,"16,000",43.6293° N,79.4152° W
21-May-20,The 1975 / Phoebe Bridgers / beabadoobee,Budweiser Stage,"16,000",43.6293° N,79.4152° W
30-Sep-21,Megadeth / Lamb of God / Trivium / Hatebreed,Budweiser Stage,"16,000",43.6293° N,79.4152° W
24-Sep-21,Dean Brody / The Reklaws / Jade Eagleson,Budweiser Stage,"16,000",43.6293° N,79.4152° W
18-Sep-21,Walk Off The Earth / Scott Helman,Budweiser Stage,"16,000",43.6293° N,79.4152° W
5-Sep-21,Matchbox Twenty / The Wallflowers,Budweiser Stage,"16,000",43.6293° N,79.4152° W
2-Sep-21,Maroon 5 / Blackbear,Budweiser Stage,"16,000",43.6293° N,79.4152° W
28-Aug-21,Blue Rodeo,Budweiser Stage,"16,000",43.6293° N,79.4152° W
19-Aug-21,Sam Roberts Band / Matt Mays,Budweiser Stage,"16,000",43.6293° N,79.4152° W
15-Aug-21,Arkells / Haviah Mighty,Budweiser Stage,"16,000",43.6293° N,79.4152° W
14-Aug-21,Arkells / Haviah Mighty,Budweiser Stage,"16,000",43.6293° N,79.4152° W
13-Aug-21,The Arkells / Haviah Mighty,Budweiser Stage,"16,000",43.6293° N,79.4152° W
20-Jul-21,Disturbed,Budweiser Stage,"16,000",43.6293° N,79.4152° W
16-Jul-21,David Gray,Budweiser Stage,"16,000",43.6293° N,79.4152° W
10-Jul-21,Alanis Morissette / Garbage,Budweiser Stage,"16,000",43.6293° N,79.4152° W
5-Jul-21,Randy Bachman / Burton Cummings,Budweiser Stage,"16,000",43.6293° N,79.4152° W
3-Jul-21,Backstreet Boys,Budweiser Stage,"16,000",43.6293° N,79.4152° W
2-Jul-21,Backstreet Boys,Budweiser Stage,"16,000",43.6293° N,79.4152° W
5-Jun-21,5 Seconds of Summer,Budweiser Stage,"16,000",43.6293° N,79.4152° W
24-Sep-22,Dean Brody,Budweiser Stage,"16,000",43.6293° N,79.4152° W
22-Sep-22,Carly Rae Jepsen / Bleachers / Isaac Dunbar,Budweiser Stage,"16,000",43.6293° N,79.4152° W
18-Sep-22,John Fogerty / Tim Hicks,Budweiser Stage,"16,000",43.6293° N,79.4152° W
17-Sep-22,New Order / Pet Shop Boys / Paul Oakenfold,Budweiser Stage,"16,000",43.6293° N,79.4152° W
14-Sep-22,Crowded House,Budweiser Stage,"16,000",43.6293° N,79.4152° W
6-Sep-22,The Black Keys / Band of Horses / Early James,Budweiser Stage,"16,000",43.6293° N,79.4152° W
4-Sep-22,Wu-Tang Clan / Nas / DJ Scratch,Budweiser Stage,"16,000",43.6293° N,79.4152° W
3-Sep-22,Florence + the Machine / Arlo Parks,Budweiser Stage,"16,000",43.6293° N,79.4152° W
1-Sep-22,ODESZA / Sylvan Esso / Elderbrook / Gilligan Moss,Budweiser Stage,"16,000",43.6293° N,79.4152° W
30-Aug-22,Barenaked Ladies / Gin Blossoms / Toad the Wet Sprocket,Budweiser Stage,"16,000",43.6293° N,79.4152° W
27-Aug-22,Blue Rodeo / Sarah Harmer,Budweiser Stage,"16,000",43.6293° N,79.4152° W
26-Aug-22,Metric / Spoon / Interpol / Bartees Strange,Budweiser Stage,"16,000",43.6293° N,79.4152° W
24-Aug-22,Kehlani / Rico Nasty / Destin Conrad / Jessie Reyez,Budweiser Stage,"16,000",43.6293° N,79.4152° W
22-Aug-22,Duran Duran / Nile Rodgers & Chic,Budweiser Stage,"16,000",43.6293° N,79.4152° W
21-Aug-22,Scorpions / Whitesnake,Budweiser Stage,"16,000",43.6293° N,79.4152° W
20-Aug-22,Jo Koy,Budweiser Stage,"16,000",43.6293° N,79.4152° W
19-Aug-22,Jack White / July Talk,Budweiser Stage,"16,000",43.6293° N,79.4152° W
18-Aug-22,Bahamas / Wilco / Kathleen Edwards,Budweiser Stage,"16,000",43.6293° N,79.4152° W
16-Aug-22,Styx / REO Speedwagon / Loverboy,Budweiser Stage,"16,000",43.6293° N,79.4152° W
14-Aug-22,Alicia Keys / JP Saxe,Budweiser Stage,"16,000",43.6293° N,79.4152° W
13-Aug-22,Pitbull / Iggy Azalea,Budweiser Stage,"16,000",43.6293° N,79.4152° W
12-Aug-22,Davido / dvsn,Budweiser Stage,"16,000",43.6293° N,79.4152° W
10-Aug-22,Phish,Budweiser Stage,"16,000",43.6293° N,79.4152° W
8-Aug-22,Goo Goo Dolls / Blue October,Budweiser Stage,"16,000",43.6293° N,79.4152° W
6-Aug-22,Lil Wayne / Nicki Minaj,Budweiser Stage,"16,000",43.6293° N,79.4152° W
1-Aug-22,Drake / Nicki Minaj / Lil Wayne,Budweiser Stage,"16,000",43.6293° N,79.4152° W
29-Jul-22,Chris Brown / Lil Baby,Budweiser Stage,"16,000",43.6293° N,79.4152° W
27-Jul-22,OneRepublic / Needtobreathe / JESSIA,Budweiser Stage,"16,000",43.6293° N,79.4152° W
26-Jul-22,Rod Stewart / Cheap Trick,Budweiser Stage,"16,000",43.6293° N,79.4152° W
25-Jul-22,Foreigner / Loverboy,Budweiser Stage,"16,000",43.6293° N,79.4152° W
22-Jul-22,5 Seconds of Summer,Budweiser Stage,"16,000",43.6293° N,79.4152° W
21-Jul-22,Barenaked Ladies / Gin Blossoms / Toad the Wet Sprocket,Budweiser Stage,"16,000",43.6293° N,79.4152° W
20-Jul-22,5 Seconds of Summer / Pale Waves,Budweiser Stage,"16,000",43.6293° N,79.4152° W
19-Jul-22,Randy Bachmann & Burton Cummings,Budweiser Stage,"16,000",43.6293° N,79.4152° W
17-Jul-22,Alanis Morisette / Garbage,Budweiser Stage,"16,000",43.6293° N,79.4152° W
16-Jul-22,Maren Morris / Brent Cobb,Budweiser Stage,"16,000",43.6293° N,79.4152° W
15-Jul-22,David Gray,Budweiser Stage,"16,000",43.6293° N,79.4152° W
14-Jul-22,Sum 41 / All Time Low / Gob / OGMB,Budweiser Stage,"16,000",43.6293° N,79.4152° W
11-Jul-22,Sarah McLachlan / William Prince,Budweiser Stage,"16,000",43.6293° N,79.4152° W
10-Jul-22,Train / Jewel / Blues Traveler,Budweiser Stage,"16,000",43.6293° N,79.4152° W
9-Jul-22,Keith Urban / Ingrid Andress,Budweiser Stage,"16,000",43.6293° N,79.4152° W
8-Jul-22,Keith Urban / Ingrid Andress,Budweiser Stage,"16,000",43.6293° N,79.4152° W
6-Jul-22,The Black Crowes,Budweiser Stage,"16,000",43.6293° N,79.4152° W
5-Jul-22,Jack Johnson / Durand Jones & The Indications,Budweiser Stage,"16,000",43.6293° N,79.4152° W
2-Jul-22,Backstreet Boys / Delta Goodrem / Drake,Budweiser Stage,"16,000",43.6293° N,79.4152° W
